Year,Cause Name,State,Deaths,Age-adjusted Death Rate,State Population,Death Proportion
2007,Heart disease,New Jersey,18831,193,8686000,2.168
2007,Heart disease,New Hampshire,2511,176.9,1316000,1.9081
2007,Heart disease,Nevada,4591,205.6,2565000,1.7899
2007,Heart disease,Nebraska,3520,168.1,1775000,1.9831
2007,Heart disease,Montana,1870,164.5,958000,1.952
2007,Heart disease,Missouri,14338,218.9,5878000,2.4393
2007,Heart disease,Mississippi,8037,278.5,2919000,2.7533
2007,Heart disease,Minnesota,7477,130.7,5198000,1.4384
2007,Heart disease,Michigan,24149,222.5,10072000,2.3976
2007,Heart disease,Massachusetts,12710,166.4,6450000,1.9705
2007,Heart disease,Maryland,11314,203,5618000,2.0139
2007,Heart disease,Maine,2852,173,1317000,2.1655
2007,Heart disease,Louisiana,9947,234.9,4293000,2.317
2007,Heart disease,Kentucky,9916,227,4241000,2.3381
2007,Heart disease,Kansas,5749,180.8,2776000,2.071
2007,Heart disease,Iowa,6880,177.2,2988000,2.3025
2007,Heart disease,Indiana,13682,205.9,6345000,2.1563
2007,Heart disease,Illinois,25813,196,12853000,2.0083
2007,Heart disease,Idaho,2433,167.9,1499000,1.6231
2007,Heart disease,Hawaii,2227,146.7,1283000,1.7358
2007,Heart disease,Georgia,16184,212,9545000,1.6955
2007,Heart disease,Florida,42254,175.8,18251000,2.3152
2007,Heart disease,District of Columbia,1434,253.6,588000,2.4388
2007,Heart disease,Delaware,1914,205.1,865000,2.2127
2007,Heart disease,Connecticut,7289,167.4,3502000,2.0814
2007,Heart disease,Colorado,6106,147,4862000,1.2559
2007,Heart disease,California,61690,183.9,36553000,1.6877
2007,Heart disease,Arkansas,7214,230.1,2835000,2.5446
2007,Heart disease,Arizona,10302,166,6339000,1.6252
2007,Heart disease,Alaska,613,154.2,683000,0.8975
2007,Heart disease,Alabama,11926,245,4628000,2.5769
2007,Diabetes,Wyoming,139,26.3,523000,0.2658
2007,Diabetes,Wisconsin,1136,18.3,5602000,0.2028
2007,Diabetes,West Virginia,800,35.2,1812000,0.4415
2007,Diabetes,Washington,1508,23.5,6468000,0.2331
2007,Diabetes,Virginia,1507,20,7712000,0.1954
2007,Diabetes,Vermont,170,24.4,621000,0.2738
2007,Diabetes,Utah,548,28.8,2645000,0.2072
2007,Diabetes,United States,71382,22.8,301621000,0.2367
2007,Diabetes,Texas,5109,25.3,23904000,0.2137
2007,Diabetes,Tennessee,1700,26.7,6157000,0.2761
2007,Diabetes,South Dakota,247,26.1,796000,0.3103
2007,Diabetes,South Carolina,1231,26.7,4408000,0.2793
2007,Diabetes,Rhode Island,248,19.1,1058000,0.2344
2007,Diabetes,Pennsylvania,3442,21.9,12433000,0.2768
2007,Diabetes,Oregon,1113,27,3747000,0.297
2007,Diabetes,Oklahoma,1148,29.8,3617000,0.3174
2007,Diabetes,Ohio,3722,29,11467000,0.3246
2007,Diabetes,North Dakota,226,28.1,640000,0.3531
2007,Diabetes,North Carolina,2156,23.3,9061000,0.2379
2007,Diabetes,New York,3715,17.7,19298000,0.1925
2007,Diabetes,New Mexico,673,33.2,1970000,0.3416
2007,Diabetes,New Jersey,2329,24.4,8686000,0.2681
2007,Diabetes,New Hampshire,280,20.2,1316000,0.2128
2007,Diabetes,Nevada,312,13,2565000,0.1216
2007,Diabetes,Nebraska,472,23.4,1775000,0.2659
2007,Diabetes,Montana,258,23,958000,0.2693
2007,Diabetes,Missouri,1444,22.4,5878000,0.2457
2007,Diabetes,Mississippi,654,22.1,2919000,0.224
2007,Diabetes,Minnesota,1084,19.6,5198000,0.2085
2007,Diabetes,Michigan,2826,26.3,10072000,0.2806
2007,Diabetes,Massachusetts,1222,16.6,6450000,0.1895
2007,Diabetes,Maryland,1301,23.4,5618000,0.2316
2007,Diabetes,Maine,355,21.8,1317000,0.2696
2007,Diabetes,Louisiana,1437,33.5,4293000,0.3347
2007,Diabetes,Kentucky,1091,24.4,4241000,0.2573
2007,Diabetes,Kansas,702,22.8,2776000,0.2529
2007,Diabetes,Iowa,767,20.6,2988000,0.2567
2007,Diabetes,Indiana,1564,23.5,6345000,0.2465
2007,Diabetes,Illinois,2851,22,12853000,0.2218
2007,Diabetes,Idaho,331,22.9,1499000,0.2208
2007,Diabetes,Hawaii,291,19,1283000,0.2268
2007,Diabetes,Georgia,1604,20,9545000,0.168
2007,Diabetes,Florida,5110,21.7,18251000,0.28
2007,Diabetes,District of Columbia,152,26.6,588000,0.2585
2007,Diabetes,Delaware,223,23.6,865000,0.2578
2007,Diabetes,Connecticut,646,15.5,3502000,0.1845
2007,Diabetes,Colorado,710,16.8,4862000,0.146
2007,Diabetes,California,7413,22.2,36553000,0.2028
2007,Diabetes,Arkansas,838,26.8,2835000,0.2956
2007,Diabetes,Arizona,1159,18.3,6339000,0.1828
2007,Diabetes,Alaska,105,24.1,683000,0.1537
2007,Diabetes,Alabama,1313,26.4,4628000,0.2837
2007,Cancer,Wyoming,940,172.9,523000,1.7973
2007,Cancer,Wisconsin,10963,177.2,5602000,1.957
2007,Cancer,West Virginia,4690,204.3,1812000,2.5883
2007,Cancer,Washington,11568,179,6468000,1.7885
2007,Cancer,Virginia,14009,184,7712000,1.8165
2007,Cancer,Vermont,1346,188.6,621000,2.1675
2007,Cancer,Utah,2572,133.2,2645000,0.9724
2007,Cancer,United States,562875,179.3,301621000,1.8662
2007,Cancer,Texas,35074,171.9,23904000,1.4673
2007,Cancer,Tennessee,13161,201.6,6157000,2.1376
2007,Cancer,South Dakota,1612,174.3,796000,2.0251
2007,Cancer,South Carolina,8867,188.5,4408000,2.0116
2007,Cancer,Rhode Island,2213,178.4,1058000,2.0917
2007,Cancer,Pennsylvania,29014,186.9,12433000,2.3336
2007,Cancer,Oregon,7393,178.8,3747000,1.973
2007,Cancer,Oklahoma,7727,198.5,3617000,2.1363
2007,Cancer,Ohio,25230,196.3,11467000,2.2002
2007,Cancer,North Dakota,1264,162.6,640000,1.975
2007,Cancer,North Carolina,17478,187.1,9061000,1.9289
2007,Cancer,New York,35485,169.8,19298000,1.8388
2007,Cancer,New Mexico,3238,158.1,1970000,1.6437
2007,Cancer,New Jersey,17096,180.1,8686000,1.9682
2007,Cancer,New Hampshire,2609,184.7,1316000,1.9825
2007,Cancer,Nevada,4331,180.8,2565000,1.6885
2007,Cancer,Nebraska,3479,176.6,1775000,1.96
2007,Cancer,Montana,1921,170.7,958000,2.0052
2007,Cancer,Missouri,12380,190.9,5878000,2.1062
2007,Cancer,Mississippi,6002,201.8,2919000,2.0562
2007,Cancer,Minnesota,9176,168.7,5198000,1.7653
2007,Cancer,Michigan,20087,186.4,10072000,1.9943
2007,Cancer,Massachusetts,13003,179.5,6450000,2.016
2007,Cancer,Maryland,10179,180.5,5618000,1.8119
2007,Cancer,Maine,3112,189.9,1317000,2.3629
2007,Cancer,Louisiana,8736,199.3,4293000,2.0349
2007,Cancer,Kentucky,9692,214.7,4241000,2.2853
2007,Cancer,Kansas,5406,179.2,2776000,1.9474
2007,Cancer,Iowa,6376,176.8,2988000,2.1339
2007,Cancer,Indiana,12778,192.6,6345000,2.0139
2007,Cancer,Illinois,24115,186.6,12853000,1.8762
2007,Cancer,Idaho,2405,166.3,1499000,1.6044
2007,Cancer,Hawaii,2214,148,1283000,1.7256
2007,Cancer,Georgia,14983,185.5,9545000,1.5697
2007,Cancer,Florida,40088,169.8,18251000,2.1965
2007,Cancer,District of Columbia,1169,208.2,588000,1.9881
2007,Cancer,Delaware,1853,193.5,865000,2.1422
2007,Cancer,Connecticut,6827,167.2,3502000,1.9495
2007,Cancer,Colorado,6617,154.1,4862000,1.361
2007,Cancer,California,55011,163.8,36553000,1.505
2007,Cancer,Arkansas,6388,201.3,2835000,2.2533
2007,Cancer,Arizona,10134,158.9,6339000,1.5987
2007,Cancer,Alaska,839,182.6,683000,1.2284
2007,Cancer,Alabama,10025,198.7,4628000,2.1662
2007,CLRD,Wyoming,295,56.7,523000,0.5641
2007,CLRD,Wisconsin,2399,38.6,5602000,0.4282
2007,CLRD,West Virginia,1331,58.3,1812000,0.7345
2007,CLRD,Washington,2684,42.8,6468000,0.415
2007,CLRD,Virginia,2770,38.3,7712000,0.3592
2007,CLRD,Vermont,316,45,621000,0.5089
2007,CLRD,Utah,617,33.2,2645000,0.2333
2007,CLRD,United States,127924,41.4,301621000,0.4241
2007,CLRD,Texas,8107,42.2,23904000,0.3391
2007,CLRD,Tennessee,3167,50,6157000,0.5144
2007,CLRD,South Dakota,457,48,796000,0.5741
2007,CLRD,South Carolina,2036,44.9,4408000,0.4619
2007,CLRD,Rhode Island,421,32.5,1058000,0.3979
2007,CLRD,Pennsylvania,6077,38.1,12433000,0.4888
2007,CLRD,Oregon,1892,46.1,3747000,0.5049
2007,CLRD,Oklahoma,2386,62.1,3617000,0.6597
2007,CLRD,Ohio,6454,50.4,11467000,0.5628
2007,CLRD,North Dakota,265,32.7,640000,0.4141
2007,CLRD,North Carolina,4231,46.9,9061000,0.4669
2007,CLRD,New York,6561,31.3,19298000,0.34
2007,CLRD,New Mexico,884,45.1,1970000,0.4487
2007,CLRD,New Jersey,2991,31.4,8686000,0.3443
2007,CLRD,New Hampshire,611,44.2,1316000,0.4643
2007,CLRD,Nevada,1050,48.9,2565000,0.4094
2007,CLRD,Nebraska,919,45.9,1775000,0.5177
2007,CLRD,Montana,604,54.7,958000,0.6305
2007,CLRD,Missouri,3081,47.6,5878000,0.5242
2007,CLRD,Mississippi,1408,48.7,2919000,0.4824
2007,CLRD,Minnesota,1758,32.5,5198000,0.3382
2007,CLRD,Michigan,4624,43.4,10072000,0.4591
2007,CLRD,Massachusetts,2332,31.6,6450000,0.3616
2007,CLRD,Maryland,1901,35.2,5618000,0.3384
2007,CLRD,Maine,728,44.5,1317000,0.5528
2007,CLRD,Louisiana,1685,40,4293000,0.3925
2007,CLRD,Kentucky,2629,59.9,4241000,0.6199
2007,CLRD,Kansas,1476,48.6,2776000,0.5317
2007,CLRD,Iowa,1660,44.6,2988000,0.5556
2007,CLRD,Indiana,3227,49.3,6345000,0.5086
2007,CLRD,Illinois,4742,37,12853000,0.3689
2007,CLRD,Idaho,666,47.1,1499000,0.4443
2007,CLRD,Hawaii,299,19.9,1283000,0.233
2007,CLRD,Georgia,3384,45.1,9545000,0.3545
2007,CLRD,Florida,9357,38.6,18251000,0.5127
2007,CLRD,District of Columbia,129,23.5,588000,0.2194
2007,CLRD,Delaware,379,40.5,865000,0.4382
2007,CLRD,Connecticut,1353,32.3,3502000,0.3864
2007,CLRD,Colorado,2002,49.4,4862000,0.4118
2007,CLRD,California,12532,38.3,36553000,0.3428
2007,CLRD,Arkansas,1656,52.6,2835000,0.5841
2007,CLRD,Arizona,2686,42.9,6339000,0.4237
2007,CLRD,Alaska,175,45.5,683000,0.2562
2007,CLRD,Alabama,2530,51.3,4628000,0.5467
2007,Alzheimer's disease,Wyoming,110,22,523000,0.2103
2007,Alzheimer's disease,Wisconsin,1658,24.7,5602000,0.296
2007,Alzheimer's disease,West Virginia,534,24.2,1812000,0.2947
2007,Alzheimer's disease,Washington,2689,41.8,6468000,0.4157
2007,Alzheimer's disease,Virginia,1703,24.4,7712000,0.2208
2007,Alzheimer's disease,Vermont,205,28.7,621000,0.3301
2007,Alzheimer's disease,Utah,393,22.1,2645000,0.1486
2007,Alzheimer's disease,United States,74632,23.8,301621000,0.2474
2007,Alzheimer's disease,Texas,4814,26.8,23904000,0.2014
2007,Alzheimer's disease,Tennessee,2276,38.2,6157000,0.3697
2007,Alzheimer's disease,South Dakota,346,32.1,796000,0.4347
2007,Alzheimer's disease,South Carolina,1396,33.6,4408000,0.3167
2007,Alzheimer's disease,Rhode Island,328,22.2,1058000,0.31
2007,Alzheimer's disease,Pennsylvania,3505,20.3,12433000,0.2819
2007,Alzheimer's disease,Oregon,1200,27.9,3747000,0.3203
2007,Alzheimer's disease,Oklahoma,927,24.8,3617000,0.2563
2007,Alzheimer's disease,Ohio,3671,27.9,11467000,0.3201
2007,Alzheimer's disease,North Dakota,395,42,640000,0.6172
2007,Alzheimer's disease,North Carolina,2460,28.7,9061000,0.2715
2007,Alzheimer's disease,New York,1999,9.1,19298000,0.1036
2007,Alzheimer's disease,New Mexico,322,17.1,1970000,0.1635
2007,Alzheimer's disease,New Jersey,1823,18.2,8686000,0.2099
2007,Alzheimer's disease,New Hampshire,418,29.5,1316000,0.3176
2007,Alzheimer's disease,Nevada,248,13.4,2565000,0.0967
2007,Alzheimer's disease,Nebraska,512,23.5,1775000,0.2885
2007,Alzheimer's disease,Montana,260,22.6,958000,0.2714
2007,Alzheimer's disease,Missouri,1681,25.5,5878000,0.286
2007,Alzheimer's disease,Mississippi,797,28.9,2919000,0.273
2007,Alzheimer's disease,Minnesota,1179,19.9,5198000,0.2268
2007,Alzheimer's disease,Michigan,2432,22.4,10072000,0.2415
2007,Alzheimer's disease,Massachusetts,1695,21.1,6450000,0.2628
2007,Alzheimer's disease,Maryland,881,16.2,5618000,0.1568
2007,Alzheimer's disease,Maine,470,28.1,1317000,0.3569
2007,Alzheimer's disease,Louisiana,1324,33.3,4293000,0.3084
2007,Alzheimer's disease,Kentucky,1198,28.7,4241000,0.2825
2007,Alzheimer's disease,Kansas,860,25.8,2776000,0.3098
2007,Alzheimer's disease,Iowa,1202,28.7,2988000,0.4023
2007,Alzheimer's disease,Indiana,1663,25.1,6345000,0.2621
2007,Alzheimer's disease,Illinois,2734,20.5,12853000,0.2127
2007,Alzheimer's disease,Idaho,416,29.4,1499000,0.2775
2007,Alzheimer's disease,Hawaii,247,15.7,1283000,0.1925
2007,Alzheimer's disease,Georgia,1849,27.2,9545000,0.1937
2007,Alzheimer's disease,Florida,4644,18.7,18251000,0.2545
2007,Alzheimer's disease,District of Columbia,140,24,588000,0.2381
2007,Alzheimer's disease,Delaware,201,22.1,865000,0.2324
2007,Alzheimer's disease,Connecticut,764,16.6,3502000,0.2182
2007,Alzheimer's disease,Colorado,1109,28.3,4862000,0.2281
2007,Alzheimer's disease,California,8497,25.6,36553000,0.2325
2007,Alzheimer's disease,Arkansas,824,26.5,2835000,0.2907
2007,Alzheimer's disease,Arizona,2051,34.2,6339000,0.3236
2007,Alzheimer's disease,Alaska,65,22.4,683000,0.0952
2007,Alzheimer's disease,Alabama,1517,32.6,4628000,0.3278
2007,All causes,Wyoming,4266,806.5,523000,8.1568
2007,All causes,Wisconsin,46241,734.2,5602000,8.2544
2007,All causes,West Virginia,21086,954.2,1812000,11.6369
2007,All causes,Washington,47323,731.9,6468000,7.3165
2007,All causes,Virginia,58225,784,7712000,7.5499
2007,All causes,Vermont,5179,733,621000,8.3398
2007,All causes,Utah,14143,729.4,2645000,5.3471
2007,All causes,United States,2423712,775.3,301621000,8.0356
2007,All causes,Texas,160548,803.1,23904000,6.7164
2007,All causes,Tennessee,57087,905.4,6157000,9.2719
2007,All causes,South Dakota,6826,712.9,796000,8.5754
2007,All causes,South Carolina,39439,873.9,4408000,8.9471
2007,All causes,Rhode Island,9723,747.2,1058000,9.19
2007,All causes,Pennsylvania,125104,793.2,12433000,10.0623
2007,All causes,Oregon,31403,756,3747000,8.3808
2007,All causes,Oklahoma,36032,945.1,3617000,9.9618
2007,All causes,Ohio,106534,831.1,11467000,9.2905
2007,All causes,North Dakota,5561,680.4,640000,8.6891
2007,All causes,North Carolina,76046,838.5,9061000,8.3927
2007,All causes,New York,147680,698.9,19298000,7.6526
2007,All causes,New Mexico,15482,778.6,1970000,7.8589
2007,All causes,New Jersey,69662,726.9,8686000,8.02
2007,All causes,New Hampshire,10303,733.2,1316000,7.829
2007,All causes,Nevada,18687,822,2565000,7.2854
2007,All causes,Nebraska,15263,750.4,1775000,8.5989
2007,All causes,Montana,8624,775.4,958000,9.0021
2007,All causes,Missouri,54166,837.7,5878000,9.215
2007,All causes,Mississippi,28255,973.3,2919000,9.6797
2007,All causes,Minnesota,37138,663.1,5198000,7.1447
2007,All causes,Michigan,86721,808.1,10072000,8.6101
2007,All causes,Massachusetts,52917,709.8,6450000,8.2042
2007,All causes,Maryland,43757,784,5618000,7.7887
2007,All causes,Maine,12493,771.6,1317000,9.486
2007,All causes,Louisiana,39966,937.5,4293000,9.3096
2007,All causes,Kentucky,40090,915.3,4241000,9.453
2007,All causes,Kansas,24491,787.8,2776000,8.8224
2007,All causes,Iowa,27221,724.2,2988000,9.1101
2007,All causes,Indiana,54000,817.1,6345000,8.5106
2007,All causes,Illinois,100503,770.3,12853000,7.8194
2007,All causes,Idaho,10822,747,1499000,7.2195
2007,All causes,Hawaii,9495,631,1283000,7.4006
2007,All causes,Georgia,68331,872,9545000,7.1588
2007,All causes,Florida,168096,723.3,18251000,9.2102
2007,All causes,District of Columbia,5188,911.2,588000,8.8231
2007,All causes,Delaware,7327,786.1,865000,8.4705
2007,All causes,Connecticut,28651,680.5,3502000,8.1813
2007,All causes,Colorado,29993,708,4862000,6.1689
2007,All causes,California,233720,691.7,36553000,6.394
2007,All causes,Arkansas,28191,906.2,2835000,9.9439
2007,All causes,Arizona,45554,731,6339000,7.1863
2007,All causes,Alaska,3463,780.6,683000,5.0703
2007,All causes,Alabama,46696,957.2,4628000,10.0899
2006,Unintentional injuries,Wyoming,306,58.9,513000,0.5965
2006,Unintentional injuries,Wisconsin,2524,42.7,5573000,0.4529
2006,Unintentional injuries,West Virginia,1177,62.4,1809000,0.6506
2006,Unintentional injuries,Washington,2679,41.5,6375000,0.4202
2006,Unintentional injuries,Virginia,2703,35.8,7640000,0.3538
2006,Unintentional injuries,Vermont,301,45.8,621000,0.4847
2006,Unintentional injuries,Utah,715,31.6,2580000,0.2771
2006,Unintentional injuries,United States,121599,40.2,298755000,0.407
2006,Unintentional injuries,Texas,9140,41.6,23408000,0.3905
2006,Unintentional injuries,Tennessee,3307,54.3,6075000,0.5444
2006,Unintentional injuries,South Dakota,452,53.4,788000,0.5736
2006,Unintentional injuries,South Carolina,2315,53.3,4330000,0.5346
2006,Unintentional injuries,Rhode Island,434,36.5,1062000,0.4087
2006,Unintentional injuries,Pennsylvania,5299,39.5,12403000,0.4272
2006,Unintentional injuries,Oregon,1586,40.8,3691000,0.4297
2006,Unintentional injuries,Oklahoma,2039,56.6,3578000,0.5699
2006,Unintentional injuries,Ohio,4821,40.5,11464000,0.4205
2006,Unintentional injuries,North Dakota,275,38.9,637000,0.4317
2006,Unintentional injuries,North Carolina,4156,46.9,8869000,0.4686
2006,Unintentional injuries,New York,5235,26.2,19282000,0.2715
2006,Unintentional injuries,New Mexico,1297,67.6,1942000,0.6679
2006,Unintentional injuries,New Jersey,2590,29,8666000,0.2989
2006,Unintentional injuries,New Hampshire,460,34.1,1312000,0.3506
2006,Unintentional injuries,Nevada,1091,44.3,2492000,0.4378
2006,Unintentional injuries,Nebraska,683,36.1,1764000,0.3872
2006,Unintentional injuries,Montana,558,55.7,947000,0.5892
2006,Unintentional injuries,Missouri,3009,50.1,5838000,0.5154
2006,Unintentional injuries,Mississippi,1856,64.7,2899000,0.6402
2006,Unintentional injuries,Minnesota,1919,35.4,5155000,0.3723
2006,Unintentional injuries,Michigan,3590,35.2,10102000,0.3554
2006,Unintentional injuries,Massachusetts,2214,32.3,6434000,0.3441
2006,Unintentional injuries,Maryland,1456,26.1,5602000,0.2599
2006,Unintentional injuries,Maine,572,40.8,1315000,0.435
2006,Unintentional injuries,Louisiana,2422,56.8,4243000,0.5708
2006,Unintentional injuries,Kentucky,2446,57.9,4204000,0.5818
2006,Unintentional injuries,Kansas,1198,41.7,2756000,0.4347
2006,Unintentional injuries,Iowa,1188,35.7,2973000,0.3996
2006,Unintentional injuries,Indiana,2480,38.9,6303000,0.3935
2006,Unintentional injuries,Illinois,4451,34.9,12777000,0.3484
2006,Unintentional injuries,Idaho,682,47.5,1464000,0.4658
2006,Unintentional injuries,Hawaii,441,31.7,1279000,0.3448
2006,Unintentional injuries,Georgia,3879,45.1,9342000,0.4152
2006,Unintentional injuries,Florida,8917,46.5,18058000,0.4938
2006,Unintentional injuries,District of Columbia,224,39.4,585000,0.3829
2006,Unintentional injuries,Delaware,329,38,853000,0.3857
2006,Unintentional injuries,Connecticut,1302,34.6,3496000,0.3724
2006,Unintentional injuries,Colorado,1917,42.5,4766000,0.4022
2006,Unintentional injuries,California,11375,32.1,36250000,0.3138
2006,Unintentional injuries,Arkansas,1415,49.4,2809000,0.5037
2006,Unintentional injuries,Arizona,3352,56,6166000,0.5436
2006,Unintentional injuries,Alaska,316,52.3,677000,0.4668
2006,Unintentional injuries,Alabama,2506,54,4590000,0.546
2006,Suicide,Wyoming,116,21.7,513000,0.2261
2006,Suicide,Wisconsin,670,12,5573000,0.1202
2006,Suicide,West Virginia,269,14,1809000,0.1487
2006,Suicide,Washington,809,12.3,6375000,0.1269
2006,Suicide,Virginia,876,11.1,7640000,0.1147
2006,Suicide,Vermont,81,12.2,621000,0.1304
2006,Suicide,Utah,362,16,2580000,0.1403
2006,Suicide,United States,33300,11,298755000,0.1115
2006,Suicide,Texas,2347,10.3,23408000,0.1003
2006,Suicide,Tennessee,874,14.1,6075000,0.1439
2006,Suicide,South Dakota,125,16,788000,0.1586
2006,Suicide,South Carolina,524,11.8,4330000,0.121
2006,Suicide,Rhode Island,90,8.2,1062000,0.0847
2006,Suicide,Pennsylvania,1396,10.8,12403000,0.1126
2006,Suicide,Oregon,579,15.3,3691000,0.1569
2006,Suicide,Oklahoma,537,15,3578000,0.1501
2006,Suicide,Ohio,1325,11.3,11464000,0.1156
2006,Suicide,North Dakota,90,13.3,637000,0.1413
2006,Suicide,North Carolina,1106,12.2,8869000,0.1247
2006,Suicide,New York,1326,6.7,19282000,0.0688
2006,Suicide,New Mexico,352,17.9,1942000,0.1813
2006,Suicide,New Jersey,585,6.5,8666000,0.0675
2006,Suicide,New Hampshire,151,11.2,1312000,0.1151
2006,Suicide,Nevada,486,19.3,2492000,0.195
2006,Suicide,Nebraska,202,11.2,1764000,0.1145
2006,Suicide,Montana,189,19.7,947000,0.1996
2006,Suicide,Missouri,799,13.5,5838000,0.1369
2006,Suicide,Mississippi,325,11.4,2899000,0.1121
2006,Suicide,Minnesota,554,10.6,5155000,0.1075
2006,Suicide,Michigan,1139,11.2,10102000,0.1127
2006,Suicide,Massachusetts,450,6.7,6434000,0.0699
2006,Suicide,Maryland,495,8.6,5602000,0.0884
2006,Suicide,Maine,158,11,1315000,0.1202
2006,Suicide,Louisiana,492,11.5,4243000,0.116
2006,Suicide,Kentucky,622,14.6,4204000,0.148
2006,Suicide,Kansas,379,13.9,2756000,0.1375
2006,Suicide,Iowa,334,11.2,2973000,0.1123
2006,Suicide,Indiana,824,13,6303000,0.1307
2006,Suicide,Illinois,1010,7.9,12777000,0.079
2006,Suicide,Idaho,222,15.8,1464000,0.1516
2006,Suicide,Hawaii,120,9,1279000,0.0938
2006,Suicide,Georgia,923,10.3,9342000,0.0988
2006,Suicide,Florida,2440,12.6,18058000,0.1351
2006,Suicide,District of Columbia,30,5.2,585000,0.0513
2006,Suicide,Delaware,91,10.3,853000,0.1067
2006,Suicide,Connecticut,292,8,3496000,0.0835
2006,Suicide,Colorado,730,15.3,4766000,0.1532
2006,Suicide,California,3334,9.3,36250000,0.092
2006,Suicide,Arkansas,376,13.3,2809000,0.1339
2006,Suicide,Arizona,979,16.3,6166000,0.1588
2006,Suicide,Alaska,135,19.9,677000,0.1994
2006,Suicide,Alabama,580,12.4,4590000,0.1264
2006,Stroke,Wyoming,236,46.5,513000,0.46
2006,Stroke,Wisconsin,2829,44.6,5573000,0.5076
2006,Stroke,West Virginia,1072,48.5,1809000,0.5926
2006,Stroke,Washington,2725,43.6,6375000,0.4275
2006,Stroke,Virginia,3523,50.1,7640000,0.4611
2006,Stroke,Vermont,264,38.1,621000,0.4251
2006,Stroke,Utah,674,38.2,2580000,0.2612
2006,Stroke,United States,137119,44.8,298755000,0.459
2006,Stroke,Texas,9366,50.4,23408000,0.4001
2006,Stroke,Tennessee,3407,56.4,6075000,0.5608
2006,Stroke,South Dakota,442,44,788000,0.5609
2006,Stroke,South Carolina,2291,53.8,4330000,0.5291
2006,Stroke,Rhode Island,421,31.2,1062000,0.3964
2006,Stroke,Pennsylvania,7151,44.2,12403000,0.5766
2006,Stroke,Oregon,1978,48.2,3691000,0.5359
2006,Stroke,Oklahoma,2085,55.7,3578000,0.5827
2006,Stroke,Ohio,5828,45.7,11464000,0.5084
2006,Stroke,North Dakota,428,49.6,637000,0.6719
2006,Stroke,North Carolina,4572,53.2,8869000,0.5155
2006,Stroke,New York,6398,30.4,19282000,0.3318
2006,Stroke,New Mexico,739,39.3,1942000,0.3805
2006,Stroke,New Jersey,3468,36.3,8666000,0.4002
2006,Stroke,New Hampshire,494,36.1,1312000,0.3765
2006,Stroke,Nevada,847,41.3,2492000,0.3399
2006,Stroke,Nebraska,922,44.7,1764000,0.5227
2006,Stroke,Montana,461,41.7,947000,0.4868
2006,Stroke,Missouri,3247,50.5,5838000,0.5562
2006,Stroke,Mississippi,1585,56.1,2899000,0.5467
2006,Stroke,Minnesota,2219,39.7,5155000,0.4305
2006,Stroke,Michigan,4752,44.9,10102000,0.4704
2006,Stroke,Massachusetts,2880,38.1,6434000,0.4476
2006,Stroke,Maryland,2365,43.8,5602000,0.4222
2006,Stroke,Maine,670,41.5,1315000,0.5095
2006,Stroke,Louisiana,2195,53.9,4243000,0.5173
2006,Stroke,Kentucky,2197,51.9,4204000,0.5226
2006,Stroke,Kansas,1489,47.3,2756000,0.5403
2006,Stroke,Iowa,1718,43.6,2973000,0.5779
2006,Stroke,Indiana,3238,49.9,6303000,0.5137
2006,Stroke,Illinois,5989,46.3,12777000,0.4687
2006,Stroke,Idaho,725,52.7,1464000,0.4952
2006,Stroke,Hawaii,665,44.7,1279000,0.5199
2006,Stroke,Georgia,3889,53.5,9342000,0.4163
2006,Stroke,Florida,8925,37.8,18058000,0.4942
2006,Stroke,District of Columbia,221,40,585000,0.3778
2006,Stroke,Delaware,384,42.9,853000,0.4502
2006,Stroke,Connecticut,1547,35.8,3496000,0.4425
2006,Stroke,Colorado,1532,39.1,4766000,0.3214
2006,Stroke,California,15039,46.4,36250000,0.4149
2006,Stroke,Arkansas,1884,61.2,2809000,0.6707
2006,Stroke,Arizona,2226,37.5,6166000,0.361
2006,Stroke,Alaska,177,48.2,677000,0.2614
2006,Stroke,Alabama,2740,57.8,4590000,0.5969
2006,Kidney disease,Wyoming,58,11.6,513000,0.1131
2006,Kidney disease,Wisconsin,962,15.4,5573000,0.1726
2006,Kidney disease,West Virginia,468,21,1809000,0.2587
2006,Kidney disease,Washington,423,6.7,6375000,0.0664
2006,Kidney disease,Virginia,1400,19.6,7640000,0.1832
2006,Kidney disease,Vermont,52,7.4,621000,0.0837
2006,Kidney disease,Utah,210,11.6,2580000,0.0814
2006,Kidney disease,United States,45344,14.8,298755000,0.1518
2006,Kidney disease,Texas,2995,15.8,23408000,0.1279
2006,Kidney disease,Tennessee,768,12.6,6075000,0.1264
2006,Kidney disease,South Dakota,62,6.4,788000,0.0787
2006,Kidney disease,South Carolina,846,19.5,4330000,0.1954
2006,Kidney disease,Rhode Island,167,12.9,1062000,0.1573
2006,Kidney disease,Pennsylvania,3084,19.3,12403000,0.2486
2006,Kidney disease,Oregon,353,8.8,3691000,0.0956
2006,Kidney disease,Oklahoma,594,15.9,3578000,0.166
2006,Kidney disease,Ohio,1758,13.9,11464000,0.1533
2006,Kidney disease,North Dakota,59,6.6,637000,0.0926
2006,Kidney disease,North Carolina,1661,19.1,8869000,0.1873
2006,Kidney disease,New York,2351,11.2,19282000,0.1219
2006,Kidney disease,New Mexico,262,13.4,1942000,0.1349
2006,Kidney disease,New Jersey,1645,17.3,8666000,0.1898
