Year,Cause Name,State,Deaths,Age-adjusted Death Rate,State Population,Death Proportion
2015,All causes,Texas,189654,745,27486814,6.8998
2015,All causes,Tennessee,66570,886.4,6590808,10.1004
2015,All causes,South Dakota,7731,715.4,853933,9.0534
2015,All causes,South Carolina,47198,840,4892253,9.6475
2015,All causes,Rhode Island,10163,721.9,1056173,9.6225
2015,All causes,Pennsylvania,132598,768.3,12785759,10.3708
2015,All causes,Oregon,35705,722.3,4016918,8.8887
2015,All causes,Oklahoma,39422,904.3,3909831,10.0828
2015,All causes,Ohio,118188,828.4,11617850,10.173
2015,All causes,North Dakota,6223,696.8,754022,8.2531
2015,All causes,North Carolina,89133,789.9,10033079,8.8839
2015,All causes,New York,153628,644,19661411,7.8137
2015,All causes,New Mexico,17685,741.5,2090211,8.4609
2015,All causes,New Jersey,72271,666,8870869,8.147
2015,All causes,New Hampshire,11984,720.6,1336294,8.9681
2015,All causes,Nevada,22879,757.2,2868666,7.9755
2015,All causes,Nebraska,16740,739.2,1891507,8.8501
2015,All causes,Montana,9942,762.7,1030503,9.6477
2015,All causes,Missouri,59871,816.9,6071745,9.8606
2015,All causes,Mississippi,31783,963.7,2988693,10.6344
2015,All causes,Minnesota,42800,653.8,5482503,7.8067
2015,All causes,Michigan,95140,784.4,9932573,9.5786
2015,All causes,Massachusetts,57806,684.8,6795891,8.506
2015,All causes,Maryland,47247,705.7,5986717,7.892
2015,All causes,Maine,14479,783.5,1328484,10.8989
2015,All causes,Louisiana,43716,874.2,4664851,9.3714
2015,All causes,Kentucky,46564,924.7,4425999,10.5206
2015,All causes,Kansas,26664,774.1,2909502,9.1645
2015,All causes,Iowa,29600,724.6,3121460,9.4827
2015,All causes,Indiana,62713,833.9,6608296,9.49
2015,All causes,Illinois,106872,728.3,12864342,8.3076
2015,All causes,Idaho,13026,727.8,1651523,7.8873
2015,All causes,Hawaii,11053,588.2,1422484,7.7702
2015,All causes,Georgia,79942,808.1,10181111,7.852
2015,All causes,Florida,191737,662.9,20224249,9.4805
2015,All causes,District of Columbia,4871,748.6,675254,7.2136
2015,All causes,Delaware,8582,741.5,941413,9.1161
2015,All causes,Connecticut,30535,656.1,3587509,8.5115
2015,All causes,Colorado,36349,665,5452107,6.667
2015,All causes,California,259206,621.6,38953142,6.6543
2015,All causes,Arkansas,31617,901.8,2978407,10.6154
2015,All causes,Arizona,54299,671.8,6833596,7.9459
2015,All causes,Alaska,4316,747.4,737547,5.8518
2015,All causes,Alabama,51909,924.5,4853160,10.6959
2014,Unintentional injuries,Wyoming,361,60.9,582548,0.6197
2014,Unintentional injuries,Wisconsin,3015,46.9,5751974,0.5242
2014,Unintentional injuries,West Virginia,1380,71,1849467,0.7462
2014,Unintentional injuries,Washington,2997,40.1,7052439,0.425
2014,Unintentional injuries,Virginia,3146,36.8,8312076,0.3785
2014,Unintentional injuries,Vermont,322,44.4,625218,0.515
2014,Unintentional injuries,Utah,1167,45.5,2937399,0.3973
2014,Unintentional injuries,United States,135928,40.5,318386421,0.4269
2014,Unintentional injuries,Texas,9723,37.3,26977142,0.3604
2014,Unintentional injuries,Tennessee,3686,54.2,6540826,0.5635
2014,Unintentional injuries,South Dakota,462,49.2,849088,0.5441
2014,Unintentional injuries,South Carolina,2436,48.2,4823793,0.505
2014,Unintentional injuries,Rhode Island,592,49.2,1056017,0.5606
2014,Unintentional injuries,Pennsylvania,6640,46.8,12789101,0.5192
2014,Unintentional injuries,Oregon,1803,41,3964106,0.4548
2014,Unintentional injuries,Oklahoma,2421,60.4,3878367,0.6242
2014,Unintentional injuries,Ohio,6178,50.8,11602973,0.5324
2014,Unintentional injuries,North Dakota,349,43.3,737382,0.4733
2014,Unintentional injuries,North Carolina,4557,44.4,9933944,0.4587
2014,Unintentional injuries,New York,5945,27.6,19656330,0.3024
2014,Unintentional injuries,New Mexico,1534,72.1,2090342,0.7339
2014,Unintentional injuries,New Jersey,2970,30.9,8866780,0.335
2014,Unintentional injuries,New Hampshire,716,50.5,1333223,0.537
2014,Unintentional injuries,Nevada,1166,40.2,2819012,0.4136
2014,Unintentional injuries,Nebraska,781,38.6,1879522,0.4155
2014,Unintentional injuries,Montana,581,52.6,1021891,0.5686
2014,Unintentional injuries,Missouri,3110,48.7,6056293,0.5135
2014,Unintentional injuries,Mississippi,1712,56.2,2990623,0.5725
2014,Unintentional injuries,Minnesota,2385,39.4,5451522,0.4375
2014,Unintentional injuries,Michigan,4422,41.7,9930589,0.4453
2014,Unintentional injuries,Massachusetts,2668,36.6,6763652,0.3945
2014,Unintentional injuries,Maryland,1674,26.6,5958165,0.281
2014,Unintentional injuries,Maine,690,45.8,1330760,0.5185
2014,Unintentional injuries,Louisiana,2344,49.8,4644204,0.5047
2014,Unintentional injuries,Kentucky,2621,58.3,4414483,0.5937
2014,Unintentional injuries,Kansas,1377,44.1,2900896,0.4747
2014,Unintentional injuries,Iowa,1517,42.1,3109504,0.4879
2014,Unintentional injuries,Indiana,2974,43.9,6593533,0.451
2014,Unintentional injuries,Illinois,4644,34.4,12888962,0.3603
2014,Unintentional injuries,Idaho,765,46.5,1631479,0.4689
2014,Unintentional injuries,Hawaii,476,30.1,1414862,0.3364
2014,Unintentional injuries,Georgia,3963,40.1,10069001,0.3936
2014,Unintentional injuries,Florida,9432,41.4,19860330,0.4749
2014,Unintentional injuries,District of Columbia,217,33.1,662513,0.3275
2014,Unintentional injuries,Delaware,425,43.7,932596,0.4557
2014,Unintentional injuries,Connecticut,1641,40.9,3594783,0.4565
2014,Unintentional injuries,Colorado,2517,47.1,5351218,0.4704
2014,Unintentional injuries,California,11804,29.2,38625139,0.3056
2014,Unintentional injuries,Arkansas,1458,47.4,2967726,0.4913
2014,Unintentional injuries,Arizona,3322,47,6733840,0.4933
2014,Unintentional injuries,Alaska,379,55,736307,0.5147
2014,Unintentional injuries,Alabama,2463,49.3,4842481,0.5086
2014,Suicide,Wyoming,120,20.6,582548,0.206
2014,Suicide,Wisconsin,769,13.1,5751974,0.1337
2014,Suicide,West Virginia,359,18.1,1849467,0.1941
2014,Suicide,Washington,1119,15.2,7052439,0.1587
2014,Suicide,Virginia,1123,12.9,8312076,0.1351
2014,Suicide,Vermont,124,18.7,625218,0.1983
2014,Suicide,Utah,559,20.5,2937399,0.1903
2014,Suicide,United States,42826,13,318386421,0.1345
2014,Suicide,Texas,3254,12.2,26977142,0.1206
2014,Suicide,Tennessee,997,14.8,6540826,0.1524
2014,Suicide,South Dakota,141,17.1,849088,0.1661
2014,Suicide,South Carolina,753,15.2,4823793,0.1561
2014,Suicide,Rhode Island,113,10.1,1056017,0.107
2014,Suicide,Pennsylvania,1817,13.3,12789101,0.1421
2014,Suicide,Oregon,782,18.6,3964106,0.1973
2014,Suicide,Oklahoma,736,19.1,3878367,0.1898
2014,Suicide,Ohio,1491,12.6,11602973,0.1285
2014,Suicide,North Dakota,137,17.8,737382,0.1858
2014,Suicide,North Carolina,1352,13.1,9933944,0.1361
2014,Suicide,New York,1700,8.1,19656330,0.0865
2014,Suicide,New Mexico,449,21,2090342,0.2148
2014,Suicide,New Jersey,786,8.3,8866780,0.0886
2014,Suicide,New Hampshire,247,17.8,1333223,0.1853
2014,Suicide,Nevada,573,19.6,2819012,0.2033
2014,Suicide,Nebraska,251,13.4,1879522,0.1335
2014,Suicide,Montana,251,23.9,1021891,0.2456
2014,Suicide,Missouri,1017,16.3,6056293,0.1679
2014,Suicide,Mississippi,380,12.5,2990623,0.1271
2014,Suicide,Minnesota,686,12.2,5451522,0.1258
2014,Suicide,Michigan,1354,13.3,9930589,0.1363
2014,Suicide,Massachusetts,596,8.2,6763652,0.0881
2014,Suicide,Maryland,606,9.8,5958165,0.1017
2014,Suicide,Maine,220,15.7,1330760,0.1653
2014,Suicide,Louisiana,679,14.3,4644204,0.1462
2014,Suicide,Kentucky,728,16,4414483,0.1649
2014,Suicide,Kansas,455,15.7,2900896,0.1568
2014,Suicide,Iowa,407,12.9,3109504,0.1309
2014,Suicide,Indiana,948,14.3,6593533,0.1438
2014,Suicide,Illinois,1398,10.5,12888962,0.1085
2014,Suicide,Idaho,320,20,1631479,0.1961
2014,Suicide,Hawaii,204,13.8,1414862,0.1442
2014,Suicide,Georgia,1295,12.6,10069001,0.1286
2014,Suicide,Florida,3035,13.9,19860330,0.1528
2014,Suicide,District of Columbia,52,7.8,662513,0.0785
2014,Suicide,Delaware,126,13.2,932596,0.1351
2014,Suicide,Connecticut,379,9.8,3594783,0.1054
2014,Suicide,Colorado,1083,19.9,5351218,0.2024
2014,Suicide,California,4214,10.5,38625139,0.1091
2014,Suicide,Arkansas,515,17.3,2967726,0.1735
2014,Suicide,Arizona,1244,18,6733840,0.1847
2014,Suicide,Alaska,167,22.1,736307,0.2268
2014,Suicide,Alabama,715,14.5,4842481,0.1477
2014,Stroke,Wyoming,189,30.2,582548,0.3244
2014,Stroke,Wisconsin,2511,34.6,5751974,0.4365
2014,Stroke,West Virginia,1103,45.3,1849467,0.5964
2014,Stroke,Washington,2649,34.3,7052439,0.3756
2014,Stroke,Virginia,3229,37,8312076,0.3885
2014,Stroke,Vermont,266,31.7,625218,0.4255
2014,Stroke,Utah,856,37.9,2937399,0.2914
2014,Stroke,United States,133103,36.5,318386421,0.4181
2014,Stroke,Texas,9898,41.6,26977142,0.3669
2014,Stroke,Tennessee,3326,45.8,6540826,0.5085
2014,Stroke,South Dakota,439,38.8,849088,0.517
2014,Stroke,South Carolina,2393,44.2,4823793,0.4961
2014,Stroke,Rhode Island,373,25.6,1056017,0.3532
2014,Stroke,Pennsylvania,6576,36.7,12789101,0.5142
2014,Stroke,Oregon,1821,37.4,3964106,0.4594
2014,Stroke,Oklahoma,1847,43,3878367,0.4762
2014,Stroke,Ohio,5791,40,11602973,0.4991
2014,Stroke,North Dakota,325,35.5,737382,0.4407
2014,Stroke,North Carolina,4702,43,9933944,0.4733
2014,Stroke,New York,6212,26.1,19656330,0.316
2014,Stroke,New Mexico,822,34.7,2090342,0.3932
2014,Stroke,New Jersey,3419,31.4,8866780,0.3856
2014,Stroke,New Hampshire,474,28.9,1333223,0.3555
2014,Stroke,Nevada,948,33.8,2819012,0.3363
2014,Stroke,Nebraska,798,34.7,1879522,0.4246
2014,Stroke,Montana,480,36.4,1021891,0.4697
2014,Stroke,Missouri,3030,41,6056293,0.5003
2014,Stroke,Mississippi,1584,48.8,2990623,0.5297
2014,Stroke,Minnesota,2202,34,5451522,0.4039
2014,Stroke,Michigan,4596,37.9,9930589,0.4628
2014,Stroke,Massachusetts,2460,28.7,6763652,0.3637
2014,Stroke,Maryland,2469,38,5958165,0.4144
2014,Stroke,Maine,628,33.2,1330760,0.4719
2014,Stroke,Louisiana,2230,45.6,4644204,0.4802
2014,Stroke,Kentucky,2050,41.8,4414483,0.4644
2014,Stroke,Kansas,1363,39,2900896,0.4699
2014,Stroke,Iowa,1433,34,3109504,0.4608
2014,Stroke,Indiana,3107,41.7,6593533,0.4712
2014,Stroke,Illinois,5489,37.4,12888962,0.4259
2014,Stroke,Idaho,640,36.8,1631479,0.3923
2014,Stroke,Hawaii,655,34.1,1414862,0.4629
2014,Stroke,Georgia,3948,42.6,10069001,0.3921
2014,Stroke,Florida,9770,33,19860330,0.4919
2014,Stroke,District of Columbia,214,33.6,662513,0.323
2014,Stroke,Delaware,439,38.8,932596,0.4707
2014,Stroke,Connecticut,1266,26.3,3594783,0.3522
2014,Stroke,Colorado,1714,33.4,5351218,0.3203
2014,Stroke,California,13731,33.9,38625139,0.3555
2014,Stroke,Arkansas,1583,45.4,2967726,0.5334
2014,Stroke,Arizona,2235,28.3,6733840,0.3319
2014,Stroke,Alaska,157,32.3,736307,0.2132
2014,Stroke,Alabama,2663,48.3,4842481,0.5499
2014,Kidney disease,Wyoming,78,12.2,582548,0.1339
2014,Kidney disease,Wisconsin,980,13.5,5751974,0.1704
2014,Kidney disease,West Virginia,479,19.6,1849467,0.259
2014,Kidney disease,Washington,481,6.2,7052439,0.0682
2014,Kidney disease,Virginia,1553,17.6,8312076,0.1868
2014,Kidney disease,Vermont,37,4.5,625218,0.0592
2014,Kidney disease,Utah,393,17.2,2937399,0.1338
2014,Kidney disease,United States,48146,13.2,318386421,0.1512
2014,Kidney disease,Texas,4008,16.5,26977142,0.1486
2014,Kidney disease,Tennessee,1036,14.1,6540826,0.1584
2014,Kidney disease,South Dakota,72,6.5,849088,0.0848
2014,Kidney disease,South Carolina,837,15.1,4823793,0.1735
2014,Kidney disease,Rhode Island,135,9.4,1056017,0.1278
2014,Kidney disease,Pennsylvania,2798,15.7,12789101,0.2188
2014,Kidney disease,Oregon,378,7.7,3964106,0.0954
2014,Kidney disease,Oklahoma,604,14.2,3878367,0.1557
2014,Kidney disease,Ohio,2002,14.1,11602973,0.1725
2014,Kidney disease,North Dakota,104,11,737382,0.141
2014,Kidney disease,North Carolina,1791,16.3,9933944,0.1803
2014,Kidney disease,New York,2207,9.3,19656330,0.1123
2014,Kidney disease,New Mexico,267,11.3,2090342,0.1277
2014,Kidney disease,New Jersey,1502,13.8,8866780,0.1694
2014,Kidney disease,New Hampshire,167,10.2,1333223,0.1253
2014,Kidney disease,Nevada,365,12.8,2819012,0.1295
2014,Kidney disease,Nebraska,265,11.5,1879522,0.141
2014,Kidney disease,Montana,125,9.7,1021891,0.1223
2014,Kidney disease,Missouri,1452,19.6,6056293,0.2398
2014,Kidney disease,Mississippi,701,21.3,2990623,0.2344
2014,Kidney disease,Minnesota,676,10.4,5451522,0.124
2014,Kidney disease,Michigan,1853,15.2,9930589,0.1866
2014,Kidney disease,Massachusetts,1228,14.5,6763652,0.1816
2014,Kidney disease,Maryland,751,11.5,5958165,0.126
2014,Kidney disease,Maine,223,11.7,1330760,0.1676
2014,Kidney disease,Louisiana,1217,24.9,4644204,0.262
2014,Kidney disease,Kentucky,968,19.5,4414483,0.2193
2014,Kidney disease,Kansas,569,16.6,2900896,0.1961
2014,Kidney disease,Iowa,313,7.6,3109504,0.1007
2014,Kidney disease,Indiana,1392,18.7,6593533,0.2111
2014,Kidney disease,Illinois,2517,17.2,12888962,0.1953
2014,Kidney disease,Idaho,137,8,1631479,0.084
2014,Kidney disease,Hawaii,220,11.8,1414862,0.1555
2014,Kidney disease,Georgia,1742,18.5,10069001,0.173
2014,Kidney disease,Florida,3076,10.6,19860330,0.1549
2014,Kidney disease,District of Columbia,49,8,662513,0.074
2014,Kidney disease,Delaware,173,14.8,932596,0.1855
2014,Kidney disease,Connecticut,605,12.9,3594783,0.1683
2014,Kidney disease,Colorado,448,8.5,5351218,0.0837
2014,Kidney disease,California,3119,7.7,38625139,0.0808
2014,Kidney disease,Arkansas,672,19.2,2967726,0.2264
2014,Kidney disease,Arizona,325,4.1,6733840,0.0483
2014,Kidney disease,Alaska,45,10.1,736307,0.0611
2014,Kidney disease,Alabama,1011,18.2,4842481,0.2088
2014,Influenza and pneumonia,Wyoming,113,18.1,582548,0.194
2014,Influenza and pneumonia,Wisconsin,1002,13.8,5751974,0.1742
2014,Influenza and pneumonia,West Virginia,473,19.6,1849467,0.2557
2014,Influenza and pneumonia,Washington,729,9.4,7052439,0.1034
2014,Influenza and pneumonia,Virginia,1498,17.1,8312076,0.1802
2014,Influenza and pneumonia,Vermont,74,9.3,625218,0.1184
2014,Influenza and pneumonia,Utah,366,16.2,2937399,0.1246
2014,Influenza and pneumonia,United States,55227,15.1,318386421,0.1735
2014,Influenza and pneumonia,Texas,3452,14.2,26977142,0.128
2014,Influenza and pneumonia,Tennessee,1602,22.1,6540826,0.2449
2014,Influenza and pneumonia,South Dakota,181,16.2,849088,0.2132
2014,Influenza and pneumonia,South Carolina,751,13.9,4823793,0.1557
2014,Influenza and pneumonia,Rhode Island,176,11.7,1056017,0.1667
2014,Influenza and pneumonia,Pennsylvania,2541,14.2,12789101,0.1987
2014,Influenza and pneumonia,Oregon,450,9.1,3964106,0.1135
2014,Influenza and pneumonia,Oklahoma,723,16.8,3878367,0.1864
2014,Influenza and pneumonia,Ohio,2443,16.9,11602973,0.2105
2014,Influenza and pneumonia,North Dakota,174,18.5,737382,0.236
2014,Influenza and pneumonia,North Carolina,1874,17.2,9933944,0.1886
2014,Influenza and pneumonia,New York,4702,19.5,19656330,0.2392
2014,Influenza and pneumonia,New Mexico,376,16.1,2090342,0.1799
2014,Influenza and pneumonia,New Jersey,1234,11.3,8866780,0.1392
2014,Influenza and pneumonia,New Hampshire,194,11.5,1333223,0.1455
2014,Influenza and pneumonia,Nevada,687,23.8,2819012,0.2437
2014,Influenza and pneumonia,Nebraska,351,15.1,1879522,0.1867
2014,Influenza and pneumonia,Montana,179,13.7,1021891,0.1752
2014,Influenza and pneumonia,Missouri,1321,18.1,6056293,0.2181
2014,Influenza and pneumonia,Mississippi,763,23.5,2990623,0.2551
2014,Influenza and pneumonia,Minnesota,638,9.8,5451522,0.117
2014,Influenza and pneumonia,Michigan,1875,15.5,9930589,0.1888
2014,Influenza and pneumonia,Massachusetts,1370,15.8,6763652,0.2026
2014,Influenza and pneumonia,Maryland,1019,15.6,5958165,0.171
2014,Influenza and pneumonia,Maine,258,13.7,1330760,0.1939
2014,Influenza and pneumonia,Louisiana,854,17.5,4644204,0.1839
2014,Influenza and pneumonia,Kentucky,1017,20.8,4414483,0.2304
2014,Influenza and pneumonia,Kansas,637,18.2,2900896,0.2196
2014,Influenza and pneumonia,Iowa,582,13.7,3109504,0.1872
2014,Influenza and pneumonia,Indiana,1063,14.3,6593533,0.1612
2014,Influenza and pneumonia,Illinois,2485,16.8,12888962,0.1928
2014,Influenza and pneumonia,Idaho,200,11.3,1631479,0.1226
2014,Influenza and pneumonia,Hawaii,438,22.6,1414862,0.3096
2014,Influenza and pneumonia,Georgia,1510,16.2,10069001,0.15
2014,Influenza and pneumonia,Florida,2719,9.6,19860330,0.1369
2014,Influenza and pneumonia,District of Columbia,74,11.5,662513,0.1117
2014,Influenza and pneumonia,Delaware,156,13.8,932596,0.1673
2014,Influenza and pneumonia,Connecticut,644,13.3,3594783,0.1791
2014,Influenza and pneumonia,Colorado,701,13.3,5351218,0.131
2014,Influenza and pneumonia,California,5970,14.7,38625139,0.1546
2014,Influenza and pneumonia,Arkansas,710,20.7,2967726,0.2392
2014,Influenza and pneumonia,Arizona,779,10,6733840,0.1157
2014,Influenza and pneumonia,Alaska,68,14.1,736307,0.0924
2014,Influenza and pneumonia,Alabama,1031,18.8,4842481,0.2129
2014,Heart disease,Wyoming,1035,162.2,582548,1.7767
2014,Heart disease,Wisconsin,11229,155.1,5751974,1.9522
2014,Heart disease,West Virginia,4692,192.9,1849467,2.5369
2014,Heart disease,Washington,10710,137.2,7052439,1.5186
2014,Heart disease,Virginia,13874,156.1,8312076,1.6691
2014,Heart disease,Vermont,1311,156.6,625218,2.0969
2014,Heart disease,Utah,3431,151,2937399,1.168
2014,Heart disease,United States,614348,167,318386421,1.9296
2014,Heart disease,Texas,41479,169.9,26977142,1.5376
2014,Heart disease,Tennessee,15223,205.6,6540826,2.3274
2014,Heart disease,South Dakota,1704,154.6,849088,2.0069
2014,Heart disease,South Carolina,9964,181.1,4823793,2.0656
2014,Heart disease,Rhode Island,2341,160.8,1056017,2.2168
2014,Heart disease,Pennsylvania,31353,175.8,12789101,2.4515
2014,Heart disease,Oregon,6524,132.1,3964106,1.6458
2014,Heart disease,Oklahoma,9868,228.1,3878367,2.5444
2014,Heart disease,Ohio,27000,186.4,11602973,2.327
2014,Heart disease,North Dakota,1381,149.2,737382,1.8728
2014,Heart disease,North Carolina,17592,158.7,9933944,1.7709
2014,Heart disease,New York,43116,178.3,19656330,2.1935
2014,Heart disease,New Mexico,3424,143.3,2090342,1.638
2014,Heart disease,New Jersey,18319,166.3,8866780,2.066
2014,Heart disease,New Hampshire,2464,147.9,1333223,1.8482
2014,Heart disease,Nevada,5761,197.2,2819012,2.0436
2014,Heart disease,Nebraska,3296,143,1879522,1.7536
2014,Heart disease,Montana,1957,147.8,1021891,1.9151
2014,Heart disease,Missouri,14338,194.7,6056293,2.3675
2014,Heart disease,Mississippi,7538,229.9,2990623,2.5205
2014,Heart disease,Minnesota,7659,116.5,5451522,1.4049
2014,Heart disease,Michigan,24692,200.9,9930589,2.4865
2014,Heart disease,Massachusetts,11817,137.1,6763652,1.7471
2014,Heart disease,Maryland,11135,167.8,5958165,1.8689
2014,Heart disease,Maine,2776,147.9,1330760,2.086
2014,Heart disease,Louisiana,10647,216.3,4644204,2.2925
2014,Heart disease,Kentucky,10013,200.5,4414483,2.2682
2014,Heart disease,Kansas,5479,157.4,2900896,1.8887
2014,Heart disease,Iowa,6615,157.3,3109504,2.1273
2014,Heart disease,Indiana,13764,182.7,6593533,2.0875
2014,Heart disease,Illinois,25024,169.7,12888962,1.9415
2014,Heart disease,Idaho,2676,152.8,1631479,1.6402
2014,Heart disease,Hawaii,2528,136.7,1414862,1.7867
2014,Heart disease,Georgia,17107,179.7,10069001,1.699
2014,Heart disease,Florida,44511,151.3,19860330,2.2412
2014,Heart disease,District of Columbia,1324,207.8,662513,1.9985
2014,Heart disease,Delaware,1921,168.7,932596,2.0598
2014,Heart disease,Connecticut,7018,145.6,3594783,1.9523
2014,Heart disease,Colorado,6900,130.3,5351218,1.2894
2014,Heart disease,California,58189,142.2,38625139,1.5065
2014,Heart disease,Arkansas,7581,217.5,2967726,2.5545
2014,Heart disease,Arizona,10805,136.4,6733840,1.6046
2014,Heart disease,Alaska,782,146.6,736307,1.0621
2014,Heart disease,Alabama,12461,224,4842481,2.5733
2014,Diabetes,Wyoming,110,17.6,582548,0.1888
2014,Diabetes,Wisconsin,1352,19.1,5751974,0.235
2014,Diabetes,West Virginia,818,33.3,1849467,0.4423
2014,Diabetes,Washington,1668,21.2,7052439,0.2365
2014,Diabetes,Virginia,1683,18.5,8312076,0.2025
2014,Diabetes,Vermont,154,18.7,625218,0.2463
2014,Diabetes,Utah,570,24.3,2937399,0.194
2014,Diabetes,United States,76488,20.9,318386421,0.2402
2014,Diabetes,Texas,5348,21.3,26977142,0.1982
2014,Diabetes,Tennessee,1727,23.2,6540826,0.264
2014,Diabetes,South Dakota,224,21.3,849088,0.2638
2014,Diabetes,South Carolina,1239,21.8,4823793,0.2569
2014,Diabetes,Rhode Island,252,18.3,1056017,0.2386
2014,Diabetes,Pennsylvania,3765,22,12789101,0.2944
2014,Diabetes,Oregon,1083,22.4,3964106,0.2732
2014,Diabetes,Oklahoma,1261,29.1,3878367,0.3251
2014,Diabetes,Ohio,3641,25.7,11602973,0.3138
2014,Diabetes,North Dakota,176,19.9,737382,0.2387
2014,Diabetes,North Carolina,2687,23.7,9933944,0.2705
2014,Diabetes,New York,4064,17.4,19656330,0.2068
2014,Diabetes,New Mexico,671,27.5,2090342,0.321
2014,Diabetes,New Jersey,2062,19.3,8866780,0.2326
2014,Diabetes,New Hampshire,300,18,1333223,0.225
2014,Diabetes,Nevada,350,11.4,2819012,0.1242
2014,Diabetes,Nebraska,473,21.5,1879522,0.2517
2014,Diabetes,Montana,250,19.2,1021891,0.2446
2014,Diabetes,Missouri,1423,19.4,6056293,0.235
2014,Diabetes,Mississippi,1015,30.4,2990623,0.3394
2014,Diabetes,Minnesota,1193,18.7,5451522,0.2188
2014,Diabetes,Michigan,2844,23.7,9930589,0.2864
2014,Diabetes,Massachusetts,1202,14.5,6763652,0.1777
2014,Diabetes,Maryland,1305,19.8,5958165,0.219
2014,Diabetes,Maine,414,22.4,1330760,0.3111
2014,Diabetes,Louisiana,1238,24.8,4644204,0.2666
2014,Diabetes,Kentucky,1175,23.4,4414483,0.2662
2014,Diabetes,Kansas,643,19.2,2900896,0.2217
2014,Diabetes,Iowa,1019,25.6,3109504,0.3277
2014,Diabetes,Indiana,1819,24.4,6593533,0.2759
2014,Diabetes,Illinois,2712,18.7,12888962,0.2104
2014,Diabetes,Idaho,409,22.9,1631479,0.2507
2014,Diabetes,Hawaii,276,15.4,1414862,0.1951
2014,Diabetes,Georgia,2230,22.3,10069001,0.2215
2014,Diabetes,Florida,5371,19.2,19860330,0.2704
2014,Diabetes,District of Columbia,119,18.8,662513,0.1796
2014,Diabetes,Delaware,226,19.8,932596,0.2423
2014,Diabetes,Connecticut,685,14.9,3594783,0.1906
2014,Diabetes,Colorado,835,15.5,5351218,0.156
2014,Diabetes,California,8249,20.4,38625139,0.2136
2014,Diabetes,Arkansas,828,24,2967726,0.279
2014,Diabetes,Arizona,1936,24.3,6733840,0.2875
2014,Diabetes,Alaska,113,19.4,736307,0.1535
2014,Diabetes,Alabama,1281,22.8,4842481,0.2645
2014,Cancer,Wyoming,922,140.7,582548,1.5827
2014,Cancer,Wisconsin,11393,161.8,5751974,1.9807
2014,Cancer,West Virginia,4880,195.1,1849467,2.6386
2014,Cancer,Washington,12205,155.5,7052439,1.7306
2014,Cancer,Virginia,14749,161.5,8312076,1.7744
2014,Cancer,Vermont,1379,167.9,625218,2.2056
2014,Cancer,Utah,3043,127.4,2937399,1.036
2014,Cancer,United States,591700,161.2,318386421,1.8584
2014,Cancer,Texas,38847,152.9,26977142,1.44
2014,Cancer,Tennessee,14173,184.2,6540826,2.1669
2014,Cancer,South Dakota,1698,163.4,849088,1.9998
2014,Cancer,South Carolina,9930,171.4,4823793,2.0585
2014,Cancer,Rhode Island,2242,167,1056017,2.1231
2014,Cancer,Pennsylvania,28692,169.6,12789101,2.2435
2014,Cancer,Oregon,7863,160.2,3964106,1.9835
2014,Cancer,Oklahoma,7934,179.9,3878367,2.0457
2014,Cancer,Ohio,25433,177.8,11602973,2.1919
2014,Cancer,North Dakota,1304,152.3,737382,1.7684
2014,Cancer,North Carolina,19342,169.3,9933944,1.9471
2014,Cancer,New York,35392,151.8,19656330,1.8005
2014,Cancer,New Mexico,3478,142.4,2090342,1.6638
2014,Cancer,New Jersey,16591,156.1,8866780,1.8711
2014,Cancer,New Hampshire,2698,160.4,1333223,2.0237
2014,Cancer,Nevada,5015,164.5,2819012,1.779
2014,Cancer,Nebraska,3459,159.6,1879522,1.8404
2014,Cancer,Montana,2066,156.3,1021891,2.0217
2014,Cancer,Missouri,13067,177.7,6056293,2.1576
2014,Cancer,Mississippi,6534,193.1,2990623,2.1848
2014,Cancer,Minnesota,9649,152.6,5451522,1.77
2014,Cancer,Michigan,21169,174.1,9930589,2.1317
2014,Cancer,Massachusetts,12787,155.5,6763652,1.8905
2014,Cancer,Maryland,10759,161.7,5958165,1.8058
2014,Cancer,Maine,3209,170.3,1330760,2.4114
2014,Cancer,Louisiana,9455,186.1,4644204,2.0359
2014,Cancer,Kentucky,10263,198.8,4414483,2.3248
2014,Cancer,Kansas,5587,166.8,2900896,1.926
2014,Cancer,Iowa,6504,166,3109504,2.0917
2014,Cancer,Indiana,13519,179.7,6593533,2.0503
2014,Cancer,Illinois,24501,168.9,12888962,1.9009
2014,Cancer,Idaho,2795,155.4,1631479,1.7132
2014,Cancer,Hawaii,2493,140,1414862,1.762
2014,Cancer,Georgia,16684,165.5,10069001,1.657
2014,Cancer,Florida,43212,152.9,19860330,2.1758
2014,Cancer,District of Columbia,1116,178.6,662513,1.6845
2014,Cancer,Delaware,1972,167.3,932596,2.1145
2014,Cancer,Connecticut,6621,146.7,3594783,1.8418
2014,Cancer,Colorado,7405,136,5351218,1.3838
2014,Cancer,California,58412,144.1,38625139,1.5123
2014,Cancer,Arkansas,6546,183.1,2967726,2.2057
2014,Cancer,Arizona,11455,142.7,6733840,1.7011
2014,Cancer,Alaska,972,164.2,736307,1.3201
2014,Cancer,Alabama,10286,177.6,4842481,2.1241
2014,CLRD,Wyoming,343,55,582548,0.5888
2014,CLRD,Wisconsin,2759,39.3,5751974,0.4797
2014,CLRD,West Virginia,1578,63,1849467,0.8532
2014,CLRD,Washington,2916,37.9,7052439,0.4135
